# wavenumber (k), Specular Transmittance [-]
 37.84606000,  0.46789000
 38.08712000,  0.46252000
 38.32818000,  0.45722000
 38.56923000,  0.45193000
 38.81029000,  0.44667000
 39.05135000,  0.44148000
 39.29241000,  0.43639000
 39.53347000,  0.43143000
 39.77452000,  0.42670000
 40.01558000,  0.42207000
 40.25664000,  0.41746000
 40.49770000,  0.41288000
 40.73875000,  0.40826000
 40.97981000,  0.40376000
 41.22087000,  0.39953000
 41.46193000,  0.39548000
 41.70299000,  0.39162000
 41.94404000,  0.38775000
 42.18510000,  0.38364000
 42.42616000,  0.37934000
 42.66722000,  0.37472000
 42.90827000,  0.37007000
 43.14933000,  0.36558000
 43.39039000,  0.36136000
 43.63145000,  0.35766000
 43.87250000,  0.35424000
 44.11356000,  0.35099000
 44.35462000,  0.34775000
 44.59568000,  0.34434000
 44.83674000,  0.34081000
 45.07779000,  0.33721000
 45.31885000,  0.33350000
 45.55991000,  0.32965000
 45.80097000,  0.32576000
 46.04202000,  0.32187000
 46.28308000,  0.31825000
 46.52414000,  0.31523000
 46.76520000,  0.31257000
 47.00625000,  0.31022000
 47.24731000,  0.30793000
 47.48837000,  0.30534000
 47.72943000,  0.30266000
 47.97049000,  0.30000000
 48.21154000,  0.29732000
 48.45260000,  0.29508000
 48.69366000,  0.29192000
 48.93472000,  0.28687000
 49.17577000,  0.27921000
 49.41683000,  0.26696000
 49.65789000,  0.25295000
 49.89895000,  0.23870000
 50.14001000,  0.22612000
 50.38106000,  0.21822000
 50.62212000,  0.21326000
 50.86318000,  0.21092000
 51.10424000,  0.20994000
 51.34529000,  0.20897000
 51.58635000,  0.20794000
 51.82741000,  0.20627000
 52.06847000,  0.20421000
 52.30952000,  0.20175000
 52.55058000,  0.19918000
 52.79164000,  0.19678000
 53.03270000,  0.19459000
 53.27376000,  0.19280000
 53.51481000,  0.19123000
 53.75587000,  0.18983000
 53.99693000,  0.18846000
 54.23799000,  0.18701000
 54.47904000,  0.18545000
 54.72010000,  0.18371000
 54.96116000,  0.18184000
 55.20222000,  0.17983000
 55.44328000,  0.17776000
 55.68433000,  0.17568000
 55.92539000,  0.17362000
 56.16645000,  0.17168000
 56.40751000,  0.16975000
 56.64856000,  0.16779000
 56.88962000,  0.16569000
 57.13068000,  0.16331000
 57.37174000,  0.16079000
 57.61279000,  0.15818000
 57.85385000,  0.15561000
 58.09491000,  0.15326000
 58.33597000,  0.15110000
 58.57703000,  0.14916000
